model,instruction_prompt,text_id,text,Gender,Ethnicity,Age,Education,Sexual Orientation,Is Transgender,Political Affiliation,Is Parent,Technology Impact,Toxicity Problem,Religion Important,Seen Toxicity,Has Been Targeted,annotation
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Hey dog I see you everyday on t.v. love you man,Hey dog I see you everyday on t.v. love you man,Unknown,Multiracial,4) 45 - 54,4) Associate degree,Other,Yes,Other,Prefer not to say,5) Very positive,4) Frequently,Prefer not to say,False,False,5
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Hey dog I see you everyday on t.v. love you man,Hey dog I see you everyday on t.v. love you man,Unknown,Multiracial,Under 18,6) Master's degree,Other,Prefer not to say,Liberal,Yes,3) Neutral,3) Occasionally,4) Very,True,True,5
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Group Tries Again on Petition for Gun Sale Background Checks,Group Tries Again on Petition for Gun Sale Background Checks,Nonbinary,Black,Under 18,5) Bachelor's degree,Prefer not to say,Prefer not to say,Other,Yes,1) Very negative,3) Occasionally,3) Somewhat,True,False,5
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Group Tries Again on Petition for Gun Sale Background Checks,Group Tries Again on Petition for Gun Sale Background Checks,Female,Other,4) 45 - 54,8) Doctoral degree,Homosexual,Yes,Other,Yes,2) Somewhat negative,5) Very Frequently,4) Very,True,False,5
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Group Tries Again on Petition for Gun Sale Background Checks,Group Tries Again on Petition for Gun Sale Background Checks,Nonbinary,Unknown,3) 35 - 44,5) Bachelor's degree,Heterosexual,No,Other,Prefer not to say,4) Somewhat positive,5) Very Frequently,1) No,True,True,5
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Group Tries Again on Petition for Gun Sale Background Checks,Group Tries Again on Petition for Gun Sale Background Checks,Unknown,Unknown,2) 25 - 34,"3) College, no degree",Bisexual,No,Other,Prefer not to say,5) Very positive,1) Never,3) Somewhat,False,False,5
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Group Tries Again on Petition for Gun Sale Background Checks,Group Tries Again on Petition for Gun Sale Background Checks,Female,Unknown,2) 25 - 34,"3) College, no degree",Bisexual,No,Liberal,Yes,2) Somewhat negative,1) Never,1) No,True,True,5
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Group Tries Again on Petition for Gun Sale Background Checks,Group Tries Again on Petition for Gun Sale Background Checks,Nonbinary,Hispanic,Prefer not to say,7) Professional degree,Homosexual,No,Other,Prefer not to say,4) Somewhat positive,5) Very Frequently,1) No,False,True,5
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,my bosses are lw racist and it makes me uncomfortable,my bosses are lw racist and it makes me uncomfortable,Female,Multiracial,2) 25 - 34,7) Professional degree,Other,No,Independent,Prefer not to say,5) Very positive,3) Occasionally,3) Somewhat,False,True,4
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,my bosses are lw racist and it makes me uncomfortable,my bosses are lw racist and it makes me uncomfortable,Male,Unknown,5) 55 - 64,6) Master's degree,Other,Prefer not to say,Conservative,Yes,3) Neutral,2) Rarely,1) No,False,True,4
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,my bosses are lw racist and it makes me uncomfortable,my bosses are lw racist and it makes me uncomfortable,Female,Other,3) 35 - 44,1) No high school,Homosexual,No,Other,Yes,3) Neutral,3) Occasionally,Prefer not to say,False,True,4
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,my bosses are lw racist and it makes me uncomfortable,my bosses are lw racist and it makes me uncomfortable,Male,Multiracial,6) 65 or older,1) No high school,Other,No,Prefer not to say,Yes,5) Very positive,1) Never,4) Very,False,False,4
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,my bosses are lw racist and it makes me uncomfortable,my bosses are lw racist and it makes me uncomfortable,Female,Asian,5) 55 - 64,1) No high school,Prefer not to say,Prefer not to say,Other,Prefer not to say,2) Somewhat negative,4) Frequently,3) Somewhat,True,False,4
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,my bosses are lw racist and it makes me uncomfortable,my bosses are lw racist and it makes me uncomfortable,Nonbinary,Asian,2) 25 - 34,8) Doctoral degree,Other,Prefer not to say,Independent,No,3) Neutral,4) Frequently,4) Very,True,True,4
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Yeah MLB advertise Yelich and Bellinger more than the actual best player in the game Trout. Makes fucking sense. Give Trout his recognition man,Yeah MLB advertise Yelich and Bellinger more than the actual best player in the game Trout. Makes fucking sense. Give Trout his recognition man,Unknown,Other,Prefer not to say,Other,Heterosexual,Prefer not to say,Liberal,No,3) Neutral,4) Frequently,1) No,True,True,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Yeah MLB advertise Yelich and Bellinger more than the actual best player in the game Trout. Makes fucking sense. Give Trout his recognition man,Yeah MLB advertise Yelich and Bellinger more than the actual best player in the game Trout. Makes fucking sense. Give Trout his recognition man,Male,Asian,Under 18,"3) College, no degree",Other,Prefer not to say,Conservative,Yes,4) Somewhat positive,4) Frequently,3) Somewhat,True,False,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Yeah MLB advertise Yelich and Bellinger more than the actual best player in the game Trout. Makes fucking sense. Give Trout his recognition man,Yeah MLB advertise Yelich and Bellinger more than the actual best player in the game Trout. Makes fucking sense. Give Trout his recognition man,Female,Multiracial,2) 25 - 34,1) No high school,Heterosexual,No,Liberal,Prefer not to say,4) Somewhat positive,2) Rarely,3) Somewhat,False,True,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Yeah MLB advertise Yelich and Bellinger more than the actual best player in the game Trout. Makes fucking sense. Give Trout his recognition man,Yeah MLB advertise Yelich and Bellinger more than the actual best player in the game Trout. Makes fucking sense. Give Trout his recognition man,Nonbinary,Asian,Prefer not to say,4) Associate degree,Other,Yes,Prefer not to say,Prefer not to say,2) Somewhat negative,1) Never,3) Somewhat,True,False,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Yeah MLB advertise Yelich and Bellinger more than the actual best player in the game Trout. Makes fucking sense. Give Trout his recognition man,Yeah MLB advertise Yelich and Bellinger more than the actual best player in the game Trout. Makes fucking sense. Give Trout his recognition man,Female,Unknown,3) 35 - 44,6) Master's degree,Bisexual,Yes,Conservative,Prefer not to say,3) Neutral,4) Frequently,1) No,True,False,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Yeah MLB advertise Yelich and Bellinger more than the actual best player in the game Trout. Makes fucking sense. Give Trout his recognition man,Yeah MLB advertise Yelich and Bellinger more than the actual best player in the game Trout. Makes fucking sense. Give Trout his recognition man,Nonbinary,Multiracial,Under 18,"3) College, no degree",Heterosexual,Prefer not to say,Liberal,Yes,3) Neutral,1) Never,2) Not very,True,True,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"(I'm not even sure that this is a left-made effigy, but still using it as a talking point). That's the thing I hate the most about the left, communists, or whatever the correct term is for their kind/party/inclination. In the past, they could have always argued that they had a legit gripe with their age-old admin/USA Puppet perspective. We legitimately had close ties with the USA in the past anyway. No arguing there, even if the value of the relationship itself could have been debatable. With everything that's been going on now, the left has shown that they're at least as willfully BLIND as their opponents when they continue to spout the admin+US bullshit. On a brighter note: one good thing is that China is finally included in this effigy. That was the second thing that these groups have been traditionally blind to (China = commies, we're commies, china == friends). If leftist groups did this, then hopefully it's a good start.","(I'm not even sure that this is a left-made effigy, but still using it as a talking point). That's the thing I hate the most about the left, communists, or whatever the correct term is for their kind/party/inclination. In the past, they could have always argued that they had a legit gripe with their age-old admin/USA Puppet perspective. We legitimately had close ties with the USA in the past anyway. No arguing there, even if the value of the relationship itself could have been debatable. With everything that's been going on now, the left has shown that they're at least as willfully BLIND as their opponents when they continue to spout the admin+US bullshit. On a brighter note: one good thing is that China is finally included in this effigy. That was the second thing that these groups have been traditionally blind to (China = commies, we're commies, china == friends). If leftist groups did this, then hopefully it's a good start.",Nonbinary,Other,Under 18,6) Master's degree,Other,No,Other,No,2) Somewhat negative,5) Very Frequently,2) Not very,False,True,3
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"(I'm not even sure that this is a left-made effigy, but still using it as a talking point). That's the thing I hate the most about the left, communists, or whatever the correct term is for their kind/party/inclination. In the past, they could have always argued that they had a legit gripe with their age-old admin/USA Puppet perspective. We legitimately had close ties with the USA in the past anyway. No arguing there, even if the value of the relationship itself could have been debatable. With everything that's been going on now, the left has shown that they're at least as willfully BLIND as their opponents when they continue to spout the admin+US bullshit. On a brighter note: one good thing is that China is finally included in this effigy. That was the second thing that these groups have been traditionally blind to (China = commies, we're commies, china == friends). If leftist groups did this, then hopefully it's a good start.","(I'm not even sure that this is a left-made effigy, but still using it as a talking point). That's the thing I hate the most about the left, communists, or whatever the correct term is for their kind/party/inclination. In the past, they could have always argued that they had a legit gripe with their age-old admin/USA Puppet perspective. We legitimately had close ties with the USA in the past anyway. No arguing there, even if the value of the relationship itself could have been debatable. With everything that's been going on now, the left has shown that they're at least as willfully BLIND as their opponents when they continue to spout the admin+US bullshit. On a brighter note: one good thing is that China is finally included in this effigy. That was the second thing that these groups have been traditionally blind to (China = commies, we're commies, china == friends). If leftist groups did this, then hopefully it's a good start.",Unknown,White,Prefer not to say,7) Professional degree,Bisexual,Yes,Other,Prefer not to say,1) Very negative,2) Rarely,2) Not very,True,True,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"(I'm not even sure that this is a left-made effigy, but still using it as a talking point). That's the thing I hate the most about the left, communists, or whatever the correct term is for their kind/party/inclination. In the past, they could have always argued that they had a legit gripe with their age-old admin/USA Puppet perspective. We legitimately had close ties with the USA in the past anyway. No arguing there, even if the value of the relationship itself could have been debatable. With everything that's been going on now, the left has shown that they're at least as willfully BLIND as their opponents when they continue to spout the admin+US bullshit. On a brighter note: one good thing is that China is finally included in this effigy. That was the second thing that these groups have been traditionally blind to (China = commies, we're commies, china == friends). If leftist groups did this, then hopefully it's a good start.","(I'm not even sure that this is a left-made effigy, but still using it as a talking point). That's the thing I hate the most about the left, communists, or whatever the correct term is for their kind/party/inclination. In the past, they could have always argued that they had a legit gripe with their age-old admin/USA Puppet perspective. We legitimately had close ties with the USA in the past anyway. No arguing there, even if the value of the relationship itself could have been debatable. With everything that's been going on now, the left has shown that they're at least as willfully BLIND as their opponents when they continue to spout the admin+US bullshit. On a brighter note: one good thing is that China is finally included in this effigy. That was the second thing that these groups have been traditionally blind to (China = commies, we're commies, china == friends). If leftist groups did this, then hopefully it's a good start.",Unknown,Black,4) 45 - 54,5) Bachelor's degree,Heterosexual,Yes,Conservative,Yes,3) Neutral,5) Very Frequently,4) Very,True,False,3
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"(I'm not even sure that this is a left-made effigy, but still using it as a talking point). That's the thing I hate the most about the left, communists, or whatever the correct term is for their kind/party/inclination. In the past, they could have always argued that they had a legit gripe with their age-old admin/USA Puppet perspective. We legitimately had close ties with the USA in the past anyway. No arguing there, even if the value of the relationship itself could have been debatable. With everything that's been going on now, the left has shown that they're at least as willfully BLIND as their opponents when they continue to spout the admin+US bullshit. On a brighter note: one good thing is that China is finally included in this effigy. That was the second thing that these groups have been traditionally blind to (China = commies, we're commies, china == friends). If leftist groups did this, then hopefully it's a good start.","(I'm not even sure that this is a left-made effigy, but still using it as a talking point). That's the thing I hate the most about the left, communists, or whatever the correct term is for their kind/party/inclination. In the past, they could have always argued that they had a legit gripe with their age-old admin/USA Puppet perspective. We legitimately had close ties with the USA in the past anyway. No arguing there, even if the value of the relationship itself could have been debatable. With everything that's been going on now, the left has shown that they're at least as willfully BLIND as their opponents when they continue to spout the admin+US bullshit. On a brighter note: one good thing is that China is finally included in this effigy. That was the second thing that these groups have been traditionally blind to (China = commies, we're commies, china == friends). If leftist groups did this, then hopefully it's a good start.",Unknown,Asian,6) 65 or older,4) Associate degree,Homosexual,Yes,Liberal,Prefer not to say,5) Very positive,4) Frequently,2) Not very,False,True,3
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"(I'm not even sure that this is a left-made effigy, but still using it as a talking point). That's the thing I hate the most about the left, communists, or whatever the correct term is for their kind/party/inclination. In the past, they could have always argued that they had a legit gripe with their age-old admin/USA Puppet perspective. We legitimately had close ties with the USA in the past anyway. No arguing there, even if the value of the relationship itself could have been debatable. With everything that's been going on now, the left has shown that they're at least as willfully BLIND as their opponents when they continue to spout the admin+US bullshit. On a brighter note: one good thing is that China is finally included in this effigy. That was the second thing that these groups have been traditionally blind to (China = commies, we're commies, china == friends). If leftist groups did this, then hopefully it's a good start.","(I'm not even sure that this is a left-made effigy, but still using it as a talking point). That's the thing I hate the most about the left, communists, or whatever the correct term is for their kind/party/inclination. In the past, they could have always argued that they had a legit gripe with their age-old admin/USA Puppet perspective. We legitimately had close ties with the USA in the past anyway. No arguing there, even if the value of the relationship itself could have been debatable. With everything that's been going on now, the left has shown that they're at least as willfully BLIND as their opponents when they continue to spout the admin+US bullshit. On a brighter note: one good thing is that China is finally included in this effigy. That was the second thing that these groups have been traditionally blind to (China = commies, we're commies, china == friends). If leftist groups did this, then hopefully it's a good start.",Nonbinary,Other,1) 18 - 24,1) No high school,Bisexual,Yes,Conservative,Prefer not to say,1) Very negative,2) Rarely,2) Not very,True,True,3
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"(I'm not even sure that this is a left-made effigy, but still using it as a talking point). That's the thing I hate the most about the left, communists, or whatever the correct term is for their kind/party/inclination. In the past, they could have always argued that they had a legit gripe with their age-old admin/USA Puppet perspective. We legitimately had close ties with the USA in the past anyway. No arguing there, even if the value of the relationship itself could have been debatable. With everything that's been going on now, the left has shown that they're at least as willfully BLIND as their opponents when they continue to spout the admin+US bullshit. On a brighter note: one good thing is that China is finally included in this effigy. That was the second thing that these groups have been traditionally blind to (China = commies, we're commies, china == friends). If leftist groups did this, then hopefully it's a good start.","(I'm not even sure that this is a left-made effigy, but still using it as a talking point). That's the thing I hate the most about the left, communists, or whatever the correct term is for their kind/party/inclination. In the past, they could have always argued that they had a legit gripe with their age-old admin/USA Puppet perspective. We legitimately had close ties with the USA in the past anyway. No arguing there, even if the value of the relationship itself could have been debatable. With everything that's been going on now, the left has shown that they're at least as willfully BLIND as their opponents when they continue to spout the admin+US bullshit. On a brighter note: one good thing is that China is finally included in this effigy. That was the second thing that these groups have been traditionally blind to (China = commies, we're commies, china == friends). If leftist groups did this, then hopefully it's a good start.",Unknown,Multiracial,Prefer not to say,8) Doctoral degree,Heterosexual,No,Liberal,Prefer not to say,4) Somewhat positive,4) Frequently,3) Somewhat,False,True,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"""Very tactical. Just that it shows your sweet ass and is distracting on enemies tactically is all I'm saying.""","""Very tactical. Just that it shows your sweet ass and is distracting on enemies tactically is all I'm saying.""",Nonbinary,Unknown,3) 35 - 44,Other,Prefer not to say,Yes,Liberal,No,2) Somewhat negative,2) Rarely,1) No,False,True,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"""Very tactical. Just that it shows your sweet ass and is distracting on enemies tactically is all I'm saying.""","""Very tactical. Just that it shows your sweet ass and is distracting on enemies tactically is all I'm saying.""",Unknown,White,Under 18,Other,Heterosexual,Prefer not to say,Conservative,No,3) Neutral,5) Very Frequently,Prefer not to say,False,True,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"""Very tactical. Just that it shows your sweet ass and is distracting on enemies tactically is all I'm saying.""","""Very tactical. Just that it shows your sweet ass and is distracting on enemies tactically is all I'm saying.""",Nonbinary,White,4) 45 - 54,1) No high school,Homosexual,No,Liberal,No,2) Somewhat negative,3) Occasionally,1) No,True,True,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"""Very tactical. Just that it shows your sweet ass and is distracting on enemies tactically is all I'm saying.""","""Very tactical. Just that it shows your sweet ass and is distracting on enemies tactically is all I'm saying.""",Female,Hispanic,1) 18 - 24,2) High School graduate,Prefer not to say,Yes,Prefer not to say,Prefer not to say,1) Very negative,5) Very Frequently,3) Somewhat,True,False,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"""Very tactical. Just that it shows your sweet ass and is distracting on enemies tactically is all I'm saying.""","""Very tactical. Just that it shows your sweet ass and is distracting on enemies tactically is all I'm saying.""",Unknown,White,Under 18,Prefer not to say,Heterosexual,Prefer not to say,Liberal,Prefer not to say,4) Somewhat positive,2) Rarely,2) Not very,False,False,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"""Very tactical. Just that it shows your sweet ass and is distracting on enemies tactically is all I'm saying.""","""Very tactical. Just that it shows your sweet ass and is distracting on enemies tactically is all I'm saying.""",Nonbinary,Other,3) 35 - 44,8) Doctoral degree,Prefer not to say,Yes,Prefer not to say,Prefer not to say,1) Very negative,5) Very Frequently,2) Not very,True,True,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"It’s not for the body, it’s for the soul.","It’s not for the body, it’s for the soul.",Male,Multiracial,4) 45 - 54,4) Associate degree,Heterosexual,Prefer not to say,Liberal,Yes,1) Very negative,2) Rarely,3) Somewhat,False,False,5
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"It’s not for the body, it’s for the soul.","It’s not for the body, it’s for the soul.",Female,Other,3) 35 - 44,7) Professional degree,Other,Prefer not to say,Independent,Prefer not to say,2) Somewhat negative,2) Rarely,1) No,True,True,5
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"It’s not for the body, it’s for the soul.","It’s not for the body, it’s for the soul.",Nonbinary,White,6) 65 or older,Prefer not to say,Other,Yes,Liberal,Yes,1) Very negative,1) Never,2) Not very,True,False,5
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"It’s not for the body, it’s for the soul.","It’s not for the body, it’s for the soul.",Male,Hispanic,2) 25 - 34,8) Doctoral degree,Homosexual,No,Liberal,No,2) Somewhat negative,1) Never,3) Somewhat,True,True,5
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"It’s not for the body, it’s for the soul.","It’s not for the body, it’s for the soul.",Male,Asian,1) 18 - 24,5) Bachelor's degree,Bisexual,Yes,Other,Prefer not to say,2) Somewhat negative,2) Rarely,1) No,True,True,5
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"It’s not for the body, it’s for the soul.","It’s not for the body, it’s for the soul.",Female,Unknown,6) 65 or older,6) Master's degree,Prefer not to say,Prefer not to say,Liberal,Yes,2) Somewhat negative,1) Never,1) No,False,False,5
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"He made a nurse stab some guys with a fucking pen, that has to count","He made a nurse stab some guys with a fucking pen, that has to count",Unknown,Hispanic,2) 25 - 34,8) Doctoral degree,Other,Prefer not to say,Liberal,Yes,5) Very positive,2) Rarely,1) No,False,True,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"He made a nurse stab some guys with a fucking pen, that has to count","He made a nurse stab some guys with a fucking pen, that has to count",Nonbinary,Black,2) 25 - 34,Other,Bisexual,Yes,Other,Yes,4) Somewhat positive,3) Occasionally,1) No,True,True,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"He made a nurse stab some guys with a fucking pen, that has to count","He made a nurse stab some guys with a fucking pen, that has to count",Unknown,Unknown,Prefer not to say,Other,Bisexual,No,Other,Yes,4) Somewhat positive,5) Very Frequently,Prefer not to say,False,True,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"He made a nurse stab some guys with a fucking pen, that has to count","He made a nurse stab some guys with a fucking pen, that has to count",Female,Other,Prefer not to say,8) Doctoral degree,Other,Prefer not to say,Conservative,Yes,3) Neutral,4) Frequently,1) No,True,True,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"He made a nurse stab some guys with a fucking pen, that has to count","He made a nurse stab some guys with a fucking pen, that has to count",Unknown,Multiracial,6) 65 or older,7) Professional degree,Prefer not to say,No,Other,No,4) Somewhat positive,1) Never,2) Not very,True,False,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"He made a nurse stab some guys with a fucking pen, that has to count","He made a nurse stab some guys with a fucking pen, that has to count",Female,Black,2) 25 - 34,1) No high school,Homosexual,Prefer not to say,Prefer not to say,No,3) Neutral,3) Occasionally,1) No,False,False,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,😂 if the post gets 1k retweets I'll post a nude,😂 if the post gets 1k retweets I'll post a nude,Female,Black,Under 18,2) High School graduate,Prefer not to say,Yes,Liberal,No,4) Somewhat positive,5) Very Frequently,1) No,True,True,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,😂 if the post gets 1k retweets I'll post a nude,😂 if the post gets 1k retweets I'll post a nude,Unknown,Multiracial,5) 55 - 64,1) No high school,Bisexual,Yes,Other,No,3) Neutral,3) Occasionally,4) Very,False,True,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,😂 if the post gets 1k retweets I'll post a nude,😂 if the post gets 1k retweets I'll post a nude,Male,Asian,5) 55 - 64,7) Professional degree,Prefer not to say,No,Prefer not to say,No,1) Very negative,3) Occasionally,1) No,True,True,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,😂 if the post gets 1k retweets I'll post a nude,😂 if the post gets 1k retweets I'll post a nude,Unknown,Asian,Under 18,2) High School graduate,Heterosexual,No,Other,Yes,1) Very negative,4) Frequently,1) No,True,True,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,😂 if the post gets 1k retweets I'll post a nude,😂 if the post gets 1k retweets I'll post a nude,Male,Other,5) 55 - 64,2) High School graduate,Prefer not to say,Prefer not to say,Conservative,Yes,3) Neutral,1) Never,4) Very,False,True,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,😂 if the post gets 1k retweets I'll post a nude,😂 if the post gets 1k retweets I'll post a nude,Unknown,Asian,Under 18,5) Bachelor's degree,Bisexual,Yes,Conservative,No,4) Somewhat positive,4) Frequently,1) No,False,False,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,76 is not Fallout 76 is a bad joke in form of a game And Bethesda is already shitting all over Fallout lore so....,76 is not Fallout 76 is a bad joke in form of a game And Bethesda is already shitting all over Fallout lore so....,Unknown,Hispanic,6) 65 or older,7) Professional degree,Prefer not to say,Yes,Prefer not to say,No,5) Very positive,4) Frequently,2) Not very,True,True,4
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,76 is not Fallout 76 is a bad joke in form of a game And Bethesda is already shitting all over Fallout lore so....,76 is not Fallout 76 is a bad joke in form of a game And Bethesda is already shitting all over Fallout lore so....,Female,Multiracial,5) 55 - 64,8) Doctoral degree,Homosexual,Yes,Other,No,1) Very negative,5) Very Frequently,3) Somewhat,False,False,4
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,76 is not Fallout 76 is a bad joke in form of a game And Bethesda is already shitting all over Fallout lore so....,76 is not Fallout 76 is a bad joke in form of a game And Bethesda is already shitting all over Fallout lore so....,Nonbinary,Other,5) 55 - 64,1) No high school,Homosexual,No,Prefer not to say,Yes,5) Very positive,2) Rarely,Prefer not to say,True,False,4
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,76 is not Fallout 76 is a bad joke in form of a game And Bethesda is already shitting all over Fallout lore so....,76 is not Fallout 76 is a bad joke in form of a game And Bethesda is already shitting all over Fallout lore so....,Female,White,2) 25 - 34,5) Bachelor's degree,Other,Prefer not to say,Other,Yes,4) Somewhat positive,4) Frequently,3) Somewhat,True,False,3
