comment,inherent_polarization
"Chile slug me on everything, 😂 damn leave me aloneeeeeee",0.0
Clearly these things were thrown into the game with no thought behind them smh smh smh. Oh and no 7ft high jumping aswell. But of course we'll get another specialist game with rng microtransactions. Wish I never got into this darn franchise.,0.0
Dae think slaughtering people ~~for having different beliefs~~ and stealing their land good? This edit made by Imperialism gang.,0.0
Daily reminder cops kill more Americans yearly than terrorist,0.0
Damn Gerrit Cole is on fire.,0.0
"Damn, I was agreeing with every one. Well done.",0.0
Diane looking so cute #BBNaija,0.0
Did not get shot = White people smfh,0.0
Diet Coke with sourdough bread...,0.0
Don't facking let up. Bury them!,0.0
Don't miss out on The Unbreathable Skunk Girl! This is one comic that doesn't stink! 😜 @thebagelgoose @BeanfromPa @Septdenov_7of9 @g0p_gamer @JonMalin @R2D24Life @Thor_Odinson @PixelTraitor @DrWriteIsIn @DougTenNapel @AyColdPiece @dg310 @douglasernst,0.0
Don't pretend like you haven't noticed a surge of anti-muslim threads on this board. You're being controlled.,0.0
Drag smack me up lad if you want,0.0
"Dude honestly Mk11’s meta is so ass lol. How can I prove that, u may say? Well it’s quite simple look at all these trash ass idiots that I bodied in injustice 2 free, these kids couldn’t get games off me for shit and now there gettin carried in mk11",0.4999999999999999
"Dude, you could also remove a woman's cl*t and whatnot because it has folds and would need to be cleaned properly. A lot of guys can clean it just fine when they still have their foreskin. Also, in case you didn't know, cause you don't seem like you know: guys pull back their foreskin while peeing and the foreskin can be pulled back far enough to not be anywhere near that jet. So I'm pretty sure that unless you do something like the helicopter, there'd be just as much pee on your penis as there'd be on theirs, which is easily fixed with a bit of toilet paper if necessary. At least their piss remnants wouldn't get all crusty in their twisted panties mate, cause it sounds like you wouldn't know how to clean your d*ck at all",0.0
Ended up getting my lawyer uncle to talk to the dean. Dean pretty much shat himself and bent over backwards for me. bitch lost her shot at tenure,0.0
Every wealthy nation will be nearly devoid of all shitskins in ~100 years afterward.,0.0
Everything about him and his cult remind me of North Korea.,0.0
Ey bruh check this video tho,0.0
"Family seperation Holding time Daily avg held Conditions Annual deportation numbers TIME USA Today NBC FOX He did what country wanted without detainee deaths, a 13000 person detainee overage and with a couple hundred thousand more deported Sit down",0.0
For abortion,0.0
For someone who said bye ... multiple times 😂😂🐑,0.5
Fucking brainless that they let that happen,0.0
Get the f*** in! Buzzing for the return! cc: @kozomark,0.0
Girl you're completely right. I lived for Ra'jah even before the cast announcement and I was so suprised to see such hate toward her. And tbh her and silky are the most entertaining so it really doesn't make sense why they're being trashed for bringing the drama but what's new? racism in the drag race fandom? never heard of it,0.0
"Glad your doing well , Shane it’s no birthday this week",0.0
Ha hahaha You searh for that????,0.0
He sure profited a ton off of something he considered miserable. Selig makes me sick.,0.0
He thinks i'm an anti white faggot who thinks I cry about TV shows not being chocolate enough,0.0
"Herrr.... Mutha, uses a fork... Bit mean meeze finkz, but yes we have LOTS of teef betweenz us🦷🦷🦷🦷🦷🦷🦷🦷🦷",0.0
Hihihi😂... Look on brighter side.. Nigga-man saved the country thousands of dollars to be given out to these wack players in the name of winning bonuses😂😂,0.0
His dad killed himself so he projects well at QB is not the analysis I was ready for today.,0.0
Hope his family purchased this and get sick. Should go to jail.,0.0
I am not a Christian. I am somewhere in between atheist and agnostic. So what did I say that would imply I am opposed to anyone practicing their religion? I was just pointing out that Omar and the left has a history of being hostile toward Christians and is clearly Anti-Semitic.,0.0
I believe you 100% and have had similar experiences. I’m going to check out your girl Lorna Byrne next time I go to Barnes &amp; Noble this weekend.,0.0
"I can understand not liking masks, but I really hate clowns they are so creepy — clowns are hella creepy but i don't mind them for some reason",2.6645352591003756e-16
I can’t be sexy when I’m sad fuck I look like,0.0
I don't even know what to say. They'd spin dogshit into gold.,0.0
I don’t know that feminism is a dirty word. I guess I prefer the word pioneer,0.0
"I don’t mind the checking up on me but I think other people take it too far, I personally feel I don’t owe my Ex any details of if or who im dating currently🤷‍♀️😒UTABESE WENTAN YE NKOSYAM",0.0
I don’t need to block you cause i tell it how it is i ain’t got shit to hide ☺️,0.0
I don’t trust him either? But I can tell you there is much more transparency on economic numbers from the US government than Chinese ....it’s rich you’re a Chinese cuck,0.5
"I get distracted when I'm active and my body doesn't tell me it needs food usually so I'll go all day without eating and just not realising it, actively gotta make myself eat. Candy on the other hand, I can shovel that shit in my mouth endlessly when I'm bored/not active.",0.0
I hate a mf that’s just always mad and miserable being a killjoy for no reason !! Like stay away from me 🙅🏽‍♀️,0.0
I have extra life *nevermind,0.0
I just have to close my eyes and fucking breathe when my social anxiety is rising,0.49999999999999983
"I just want to throw in that armies fucking up tactics is pretty goddamn accurate to real life. We have the advantage of being able to read thousands of years of historical works, are one of the most educated populations to ever exist and have the benefit of not being in the middle of a war fought with swords and arrows. It's easy to armchair general here. Edit: I think people are forgetting two main things. 1. Jon and Dany are not masters of strategy. Both have made terrible decisions against much smarter opponents. Both win by their characters main strength. Dany by pure force of will and Jon by his never give up attitude and pure luck. Them fucking up basic military strategy is pretty on point for their characters. 2. All of the suggested tactics I've seen in the comments and people on the internet would also have failed. They estimated the dead at 4 times the size of the defending army and I would argue that's an underestimation. Think of the Wildlings at their south of the wall settlement, all the northern people the Night King has picked up travelling south. We're talking about tens of thousands of zombie creatures that really can only be killed by dragon glass or Valyrian steel. Set them on fire and now you have a flaming wave of the dead. Funnel them into a trench and they'll just build a staircase of bodies. And everytime the Night King raises the roof, there's a new army to fight. So luring him out and killing him is literally the only way to win this fight.",0.4999999999999996
I love how Trump lives in your head rent free.,0.49999999999999994
"I love you 3000 my baby 😭💙 You look so sad, you don't have that charm on your face I swear to God that sco**** will pay for it.. everything will be fine ...",0.0
"I mean... technically it’s a fishing boat, not a speed boat. The engine is pricey but the hull has some added features as well. Not saying I would ever pay close to that, but it’s not far from market price depending on when this ad was placed (trolling or not). That being said, I’m sure the dude is just trolling people for a laugh that view the ad. I’m not pointing this directly at you, just seemed like the most relevant reply. Everybody over here losing their shit over the cost of a boat thinking this guy is crazy and have never looked at owning a comparable boat. Sure, you can get an aluminum hulled 15’er from your local CL for $300, but then we really aren’t comparing the same thing.",0.0
I never said anything about oppressed worldwide. You made that up in your head because you are too emotional. Then you commented on outside america and I said muslims hate gays. So my mind is made up as a man I like women. You just want to play victim. Probably why you turned gay,0.0
I really don’t understand how it’s thought Euro colonisers made the world a better place when they had shit like the plague etc from the way they were living. Is that not a big red flag they weren’t living the ‘right’ way? &amp;other civilisations were already thriving w/out them?,1.9984014443252813e-16
I see... *still trying to piece together whatever the fuck Pillar men biology is like in his head*,0.0
I unfollowed this chick she was hella fat last year... she dumb slim now. (I only know cause somebody just Rt’d),2.6645352591003756e-16
I was just thinking this!!! 😅 please let this change be good cuz damn !!,0.0
"I wondered what became of ""The owl of the remove"", how long before he starts shouting yaroo!",0.0
I worked my way through college ... took me 10 f*ckin’ years ... can I get a ‘refund’ ??? ... 🤔 ... or is this another ‘Snowfake Only’ Program ??? 😡,0.0
I would sue them for discrimination fucking bigots,0.0
I'll borrow money from hui,0.49999999999999944
I'm not one of the people that thinks all politicians are scum,0.0
"I've given the matter a lot of thought, and I believe I've come up with a new universal New Yorker punchline.",0.0
If I aid the reactionaries to get free speech now and then,0.4999999999999996
If I don't have tacos and I don't have titties can someone please remind me what good is Tuesday.,0.0
"If this guy is anti national, what do you call the channels that regularly invite him on their shows. These channels would happily invite Hitler and Bin Laden too for a few extra TRP points. #JohnDayal",0.0
Im in love! Actually.. just very aroused :p,0.0
Imagine having your career impacted because you beat some entitled white girls in a race and they bitched until the authorities caved.,0.0
In order for Mexico to become stable,0.0
"In other words, you admit that the opposition would have lost the election. Your logic is twisted worse than a pretzel.",0.49999999999999944
Ironically pompish fool describes you perfectly. You could solve Brexit? Ha! Ha! Ha! Ha! Ha!,0.0
Is Ovie a hoax bcos why do I not see men like him in real life?,0.0
It works a treat. I need to practice,0.0
It's ridiculous. Pushing hard amid the distressing trade revenge tactics. Go away Huawei.,0.49999999999999944
I’m sorry to tell you this but you ugly af,0.4999999999999999
Jehovah wishes for nothing but the utter destruction of his old enemy,0.0
Jiske career par youngsters bhi moot de wo Canadian,0.0
"Johnson there, not backing same-sex marriage &amp; abortion in NI #BritainsNextPM",0.0
June U.S. Jobs Report: Continued strength lowers expectations of Fed cut in July,0.0
"Kamala Harris is simply not black and hasn't personally claimed to be. Also, her past policies have been anti-black. She's only started this pandering since running for President. It's just stupid people can't see this.",0.0
Kethuboth 11b. “When a grown-up man has intercourse with a little girl it is nothing.”,0.0
Kill this pussy come stab it 🤧,
Lmao dude got triggered cuz chicks on dating sites make fun of his height.,0.0
Lmao he got me fucked up!,0.0
Lmfaoo your whole family really is funny asl.,0.0
Lol I hope they aren’t that petty. I need some new books &amp; makeup 🥴,0.0
Lol we have got an L budget lol,1.9984014443252813e-16
Lol you got it all wrong. Decades of youth have already passed by I've already made my peace with it. Men are ok being by themselves. Especially after the sex drive of the younger years die down. Women really only had sex to contribute anyway since they think they are gods gift to everyone and don't have to do anything. That woman you speak of is probably gonna have a shity relationship because....... what's the statistics on how many marriages succeed? lol that's what I thought. Everyone is gonna end up bitter. Thanks feminism 👍🏻,0.0
Look at him 😰 he really doesn’t look impressed! Same old Leeds I guess 🤷‍♂️😰,0.0
Looking forward to this weekend bruh,0.0
Looking into Eternity. • • • • • From my styled shoot for cosmicconnectionweddings by hannahhixphoto featuring @__zztop_ #photoshoot #dallasmodel #Dallasmodels #instafashion #mensfashion #DallasPhotographer…,0.0
Love to suck that beautiful clit,
"MA CRY WITH ME 😭 I WAS FUCKIGN PLAYED BY A BTCH WHO WANTED CLOUT,, FUCK 🔫",0.0
Make sure your pet has fresh water all day long with $12 off this automatic water dispenser.,0.0
Man United is below Arsenal in the points table. It's only fair that a United fan stay under your Arse.,0.49999999999999983
"Man, sign me up for that because Taya is so fuckin' hot!",0.0
Manfred on with @MadDogRadio. What a hand job interview. Jeez don’t even put the guy on.,0.49999999999999944
May your star never be black 🤣🤣🤣🤣 Black stars #GHATUN,0.0
Maybe Kentucky is tired of the obstructionist and racist Mitch. The rest of competent country is. Go Amy!,0.0
Maybe a sports writer should know the story before his standard jealous bashing,0.49999999999999956
Michelle Obama Says It's Important To Become More Than Just Somebody's Wife,0.5
Missle hits Pentagon,0.0
Moms always on some bullshit 😂,0.4999999999999996
Mr Eluwa @EluwaStanley is also my mentor and a senior HR Professional with a wealth of experience in HR and Business. The participants would definitely leave much better than they came. Registration has closed but you can watch via Instagram live. #Careers #Interviews,0.0
"Multifocal fittings can be tiring, but if you do your homework, prepare the right recommendations, and follow the protocols in our guide, you can keep your practice running smoothly.",0.49999999999999944
My #TeenChoice for #ChoiceInternationalArtist is EXO @weareoneEXO,0.0
My dumbass lying Me: could we hurry this up I have somewhere to be at 5 Person: it's 6:30 Me: oh.... Could we hurry this up I've got no other lies left,0.0
My gratefulness goes to In-n-Out.,0.0
My mom shared hers with all her kids and we aren’t logged into the same Apple ID!,0.0
My sons don’t deserve this I can’t go back in time,0.0
My wallet would look the same too if I knew this life hack before hand,0.0
Nah like they only doing this sht AFTER that song was released 😭✋ they’re so fake,0.0
Narcississ think they are smarter than everyone they may be perverts who become powerful.,0.4999999999999996
No amount of evidence will ever persuade an idiot 👍,0.0
No wonder its a rumour when people like you spread it without know if its true or not.,0.0
Nope. I’ll pass. And who’s flying that plane? It isn’t a pilot. lol,0.0
"Not everyone, just the Trump haters...and you have seen nothing yet - Wait till 2020!",0.0
Not saying I’m famous or anything but damn just had to mute another tweet lmao 😏,0.0
Not to mention random bullshit like that makes people associate things like libertarianism and nationalism with white supremacy and anarchy.,0.0
Not winning doesn’t mean that the Men’s WC doesn’t generate more revenue you moron.,0.0
"Now James Harden IS the selfish, ball dominant teammate and has literally the exact same play style as Westbrook except he shoots more 3 pointers",0.0
Now THAT is a crock of shit,0.0
Now you’re picking on a gay for not being able to reproduce?,
OK. Are you interested in pushing Israel to enter the nuclear non-proliferation agreement and finally admit that she has a stockpile of at least 250 nukes?,
Oh I ain't going on a sadderday tjay experience was terrible,0.0
Oh absolutely not. Though I will point out its funny you call me the cunt in this situation... you're the only one name calling.,0.0
Okay back under your rock now Troll,0.0
Or just wait a year and he might will die from a bathroom fall.,0.0
"Pain, I like it rough 'Cause I'd rather feel pain than nothing at all",0.0
Quite nice getting pummeled to within an inch of your life and leaving smelling like you've been kicked through The Body Shop,0.0
RT: CKGolferChic #MaiaReficco #Kallystas #GO #Sucker #JonasBrothers #KCAMexico,0.0
Rabiot was free . Would of made more sense if we went for him . Your argument is flawed ndombele was huge asking price for an unproven player . Bargain for 18 mill for lemina. Solid squad player,0.0
"Racist police in Alabama planted drugs and guns on over 1,000 innocent Black men",0.0
Read Trumps allegations last night where he’s accused of sexually assualting a 14 yr old with Epstein. Not a doubt that we have a monster in office.,0.0
"Right one: farts Left one: ""OMG, did you just...?""",0.4999999999999996
Right...now @DonnieWahlberg call your mother lol,0.0
Ruby I know it's going to happen for you!!!!,0.0
SINGLE PARENTS -- DESTRUCTION OF THE TRADITIONAL FAMILY MODEL HARMS SOCIETY,0.0
Salmon Recovery Board Announces $45 Million In Grants For Puget Sound Habitat Work,0.0
Seen it happen a million times before.,0.0
Seriously this series is petty as fuck and not in the fun way.,0.0
"Seriously, how does this even happen? It reminds me of how I used to “clean my room” by stuffing a bunch of shit under the bed.",0.0
"She had sex with a celebrity, sold the sex tape, built an empire for her family, and became a worldwide household name... she didn’t just sleep with a celebrity and become one instantly. Lol.",0.49999999999999944
Sheba taught her a shit ton of things that was explained to us in the prologue of the 5th or 6th singularity. Why do you think she knows stuff like a lot of the Servants history or be a total fan girl of the tales of Sherlock Holmes? Or other history and scientific knowledge?,0.0
Shit you might be right 💀,0.0
Slick willy caught with his pants down.....again.,0.0
"So Trump abused a 13 year old, she claims? Maybe he did. It’s not been proven, but what difference does it make if he was a presidential candidate then, or not? It’s still horribly wrong. I don’t see any difference. Do we want a Pres. like that?",0.0
"So just play a different fucking game, it’s simple",0.0
So what you are saying is he can have shit principles and stand for nothing but,0.0
Some friendly giggles are thrown to our boner guy,0.4999999999999999
Stop messing with our minds! 😆,0.0
Sweet. I can't fucking wait!,0.0
"Thats me and reflux. Kinda sick at first, acid in throat every time stomach squeezes, but once i start eating, the body realizes ""wait we *are* hungry! Ill be damned"" and it goes away",0.0
That’s my dog😩😊 I love her stinky self,0.0
That’s not anti-white it’s pro-black 🖤,0.0
The #AllStarGame promos make me WEAK,0.0
The @JPGaultier fall 2019 couture collection:,0.0
"The RJ/Mitch PnR action has been pretty pathetic. What I see is Mitch hasn't grasped the concept yet of head hunting his screens. He also doesn't hold them, not a wide enough base. Problem w/RJ is he doesn't really use the screen to score or get a paint touch. Gotta get downhill",0.0
The amount of signals running from neuron to neuron through synapses in this woman’s brain is so fuckn hot,0.0
The hoes is outrageous dawg 🤯🤦🏽‍♂️,0.0
The pope wasn’t as disgusted at Martin Luther’s name as other Christians are at the sight of Luke P. #TheBachelorette,0.0
The sun is setting. My camo gf has a fat lip in. We’re listening to 99.5 fm your local country connection. We’re both on our 4th Steele reserve y’all boy we picked up from the Kum &amp; Go. Life is good,0.0
The thread disappeared so fast though,0.0
There is no word to describe what a piece of shit Mccain is.,0.0
There was a time when black metal was not infiltrated by wanna be satanists.,0.49999999999999944
There’s crackheads and then there’s Orlando crackheads,0.0
"These Mps literally allowed poisonous rice and sugar to be sold to their voters, do you think they care??🤷‍♂️",0.0
These are crazy but the branding around the heel kills me,0.0
They are the type of people who wouldn’t think twice if one of them spilled melted cheese on their Gucci purse but the minute Taehyung or someone steals a single potato chip world war three breaks out,0.0
"They didn't have to stick the dog again, did they??? 😥😥😥",0.4999999999999996
They really can’t sing. Chile if it wasn’t for Koreans liking cutesty sh!t their career would be like clcs,0.0
This a private life please mind ya business 💯,0.0
This comment is so stupid and wrong but it's anti-Liverpool so we should upvote right?,0.0
"This is a very good one. I have to admit it. In fact, we are a bunch of idiots here who love to talk bullshit about history although we don't have any knowledge or evidence. But I appreciate when I see a well thought reference to the popular culture or absurd politics.",0.0
This is always how every technology starts. 0.000001% of its true potential. Come back to this technology in 30 years. :),0.4999999999999996
This is ignoring the entire ridiculous notion that love for one's country is wholeheartedly a good aspect that deserves no questioning or forethought behind it.,0.0
This is soooo trailer trash ghetto,0.0
Thought and intentions might have good... but nahhh you can’t be abusing ya privileges like this that’s werid asf and he need to be fired.,0.0
Thought you are always laughing?,0.0
Throw in MadBum somehow and it would be straight hell,0.4999999999999996
To whoever wrote this u can go and fuck yourself there is no way you can find a man like this guy right here he is one of the funniest people i know kind and has a pure heart ❤️,0.0
Toad about to catch hands talkin out his work as the drummer in the face so ha….,1.9984014443252813e-16
"Today is gonna be a good day. In spite of having to go to hell on earth, the dmv. #SickNotWeak #itsgonnabeagoodday #stayingstrong #dayoff #thedayiswhatimakeit",0.0
Trump and his sycophants helped spread this Russian propaganda. Trump’s entire presidency sits upon a tower of frauds.,0.0
Trump in no way represents ALL of America and in fact abuses a good portion of it. Get over yourself!!!,0.0
Very well said. Such a conspiratory dictatorship is unprecedented,0.0
"Visits again the semester after. He's wearing fucking Hawaiian shirts and telling us he's ""bulking."" No signs of muscle development. ",0.0
Viz Comic Richard Branson Virgin Death Mincer up and running by 2017 #flickr,0.4999999999999996
WTF do you expect if your on their homeland.,0.0
Walking back to the truck when I hear a CRACK and feel droplets of water hit my face,0.4999999999999996
"Want the video of me taking 80% of his health by myself? :) Name a AAA game company that has an online MLG franchise that doesn't use some scummy grindy methods to acquire stupid shit. Call of Duty, Overwatch, Dead By Daylight, Monster Hunter, etc all use timed limited content and skins but yet no one is shitting themselves over how this new generation of gaming is now. They want us to put alot of time in the game and support it for 2 years. If we got everything easy as fuck or everything we wanted immediately why would we grind for anything at all? If the skin I wants in a specific spot and I get it cool now what? I didn't achieve much by searching online for a chest location.",0.0
Well there's some question about it wkwk,0.0
We’re now Curse These Metal Hands,0.49999999999999944
What if I said there was this RACE problem and this RACE problem would be solved only if hundreds of millions of non-blacks were brought into EVERY black country and ONLY into black countries?,0.0
What kind of name is “Instagram” for an old woman? /s,1.9984014443252813e-16
"Which one, I have the necrenomicon and terrible fanfiction.",0.0
"White People: \""Check Your Privilege\""",0.0
Whiteness works as it does because it was constructed precisely to NOT feel human empathy when brown people are bombed,0.0
Whites comprised 75.1% of the total US population in 2000,0.0
Who expects whom to die? Bond or the Dapper Fellow? What about the man in the corner with the peg leg? You must elaborate on this storyline.,0.0
Why aren't you trying to find out what melanias involvement with the pedophiles and the bitch who brought the young girls to them. #TrumpisAChildRapist,0.0
"Why can't art just draw itself, this is bullshit",0.0
Why don't you craven cowards grow some guts?,0.9999999999999999
"Why y’all so damn negative i get it its nog the place to post but theyre just trying to spread awareness, but op go make a charity or donate we all already know we ducked up earth w out shitness",0.0
William Barr...he is Trump with a law degree...nothing worse than that...,0.0
Would not happen today! The world we less dangerous then!!!,0.0
Wow this was my fantasy before I even knew what sex was. I finally made it happen a couple months ago and I am senior citizen old. It was by far the best sex I’ve ever had,0.0
"Wow, you are so hot! I want more! 😀",0.0
"Wow.... scary world not to understand sarcasm and connection out of your tweet. Full support lady, you did nothing wrong!!! People are too eager to justify their existence by picking up battle out of thin air that's all!!",0.0
Wrong Spelld b4. First Course,0.0
YOU GONNA CATCH THESE FISTS 🤜🏻,0.0
